user,counter,correct,recorded_result,mask_image,cb_type1,cb_type2,ncb,datetime,random_spread,pallet_used,pallet_values,ishihara_list,COLORS_ON,COLORS_OFF
PqPSs5b7uNc,76,0,U,N,0,0,1,09:25.8,10,bluey,"['#3282be', '#08529c', '#3282be', '#08529c', '#3282be', '#08529c', '#72229f', '#9a5bbf', '#72229f', '#9a5bbf', '#72229f', '#9a5bbf']","[(54, 137, 197), (5, 86, 161), (40, 137, 181), (9, 78, 163), (47, 129, 180), (12, 85, 151), (118, 37, 157), (144, 82, 200), (117, 30, 153), (148, 84, 196), (111, 28, 164), (152, 94, 194)]","[(54, 137, 197), (5, 86, 161), (40, 137, 181), (9, 78, 163), (47, 129, 180), (12, 85, 151)]","[(118, 37, 157), (144, 82, 200), (117, 30, 153), (148, 84, 196), (111, 28, 164), (152, 94, 194)]"
PqPSs5b7uNc,77,0,U,1,0,1,1,09:28.9,10,bear,"['#e26f39', '#f6c458', '#e09c3e', '#e69e40', '#ed7b3d', '#f5be67', '#469224', '#604929', '#a09f33', '#dfd548', '#89bcb2', '#dccb47']","[(233, 103, 59), (252, 186, 81), (215, 151, 69), (228, 156, 56), (246, 115, 58), (244, 190, 102), (60, 136, 26), (88, 74, 33), (165, 162, 49), (221, 214, 62), (136, 180, 175), (215, 199, 74)]","[(233, 103, 59), (252, 186, 81), (215, 151, 69), (228, 156, 56), (246, 115, 58), (244, 190, 102)]","[(60, 136, 26), (88, 74, 33), (165, 162, 49), (221, 214, 62), (136, 180, 175), (215, 199, 74)]"
PqPSs5b7uNc,78,1,4,4,0,0,1,09:31.7,10,Plates_6-9,"['#7d8762', '#bcc967', '#69603a', '#baa955', '#ad9556', '#bcc966', '#d65153', '#fc8b67', '#fe9466', '#e85a41', '#f0b55e', '#fe733e']","[(133, 134, 94), (184, 201, 106), (95, 104, 50), (176, 175, 80), (178, 157, 95), (191, 194, 104), (212, 86, 78), (246, 129, 96), (253, 155, 106), (236, 82, 73), (242, 177, 91), (254, 114, 71)]","[(133, 134, 94), (184, 201, 106), (95, 104, 50), (176, 175, 80), (178, 157, 95), (191, 194, 104)]","[(212, 86, 78), (246, 129, 96), (253, 155, 106), (236, 82, 73), (242, 177, 91), (254, 114, 71)]"
PqPSs5b7uNc,79,0,D,B,0,1,1,09:35.8,10,bear,"['#e26f39', '#f6c458', '#e09c3e', '#e69e40', '#ed7b3d', '#f5be67', '#469224', '#604929', '#a09f33', '#dfd548', '#89bcb2', '#dccb47']","[(232, 118, 50), (239, 186, 95), (226, 160, 70), (239, 149, 70), (230, 126, 64), (243, 184, 112), (62, 144, 38), (104, 66, 46), (159, 164, 57), (232, 219, 75), (128, 193, 187), (218, 212, 76)]","[(232, 118, 50), (239, 186, 95), (226, 160, 70), (239, 149, 70), (230, 126, 64), (243, 184, 112)]","[(62, 144, 38), (104, 66, 46), (159, 164, 57), (232, 219, 75), (128, 193, 187), (218, 212, 76)]"
PqPSs5b7uNc,80,0,U,E,0,0,1,09:42.6,10,bluey,"['#3282be', '#08529c', '#3282be', '#08529c', '#3282be', '#08529c', '#72229f', '#9a5bbf', '#72229f', '#9a5bbf', '#72229f', '#9a5bbf']","[(46, 131, 180), (9, 81, 157), (46, 135, 198), (4, 77, 154), (51, 129, 184), (14, 87, 146), (112, 38, 160), (154, 88, 192), (115, 41, 164), (150, 83, 192), (119, 40, 154), (155, 92, 195)]","[(46, 131, 180), (9, 81, 157), (46, 135, 198), (4, 77, 154), (51, 129, 184), (14, 87, 146)]","[(112, 38, 160), (154, 88, 192), (115, 41, 164), (150, 83, 192), (119, 40, 154), (155, 92, 195)]"
PqPSs5b7uNc,81,0,U,C,0,0,1,09:47.7,10,Plates_10-13,"['#bc5325', '#f5a957', '#e87941', '#ff793b', '#c74e25', '#f9703b', '#f4d66f', '#bcb778', '#796b3b', '#b39e47', '#5c7579', '#5c7578']","[(189, 85, 41), (240, 177, 93), (228, 127, 60), (246, 113, 53), (204, 82, 43), (250, 109, 68), (251, 212, 120), (192, 181, 126), (130, 106, 52), (172, 165, 79), (100, 116, 129), (99, 108, 111)]","[(189, 85, 41), (240, 177, 93), (228, 127, 60), (246, 113, 53), (204, 82, 43), (250, 109, 68)]","[(251, 212, 120), (192, 181, 126), (130, 106, 52), (172, 165, 79), (100, 116, 129), (99, 108, 111)]"
PqPSs5b7uNc,82,1,5,5,1,0,1,09:51.1,10,Plates_22-27D,"['#f44d3b', '#ee2f24', '#efa892', '#fb5c51', '#f8241f', '#efa893', '#7d6b5f', '#23262d', '#4e4245', '#7e6c5c', '#827059', '#4e4240']","[(251, 74, 60), (245, 56, 31), (248, 172, 153), (245, 101, 79), (241, 35, 37), (230, 168, 156), (131, 108, 96), (42, 42, 37), (74, 60, 71), (125, 117, 95), (126, 119, 93), (78, 74, 70)]","[(251, 74, 60), (245, 56, 31), (248, 172, 153), (245, 101, 79), (241, 35, 37), (230, 168, 156)]","[(131, 108, 96), (42, 42, 37), (74, 60, 71), (125, 117, 95), (126, 119, 93), (78, 74, 70)]"
PqPSs5b7uNc,83,1,A,A,0,0,1,09:54.9,10,Plates_2-5,"['#ea996d', '#f87562', '#e9cfc5', '#f4542d', '#fd8c42', '#e9cfc6', '#c6a04d', '#555531', '#827746', '#898144', '#c5aa3b', '#555532']","[(243, 157, 111), (241, 119, 92), (242, 214, 201), (240, 84, 39), (247, 143, 69), (228, 204, 206), (204, 168, 84), (88, 79, 41), (131, 126, 68), (136, 125, 72), (198, 161, 49), (91, 86, 48)]","[(243, 157, 111), (241, 119, 92), (242, 214, 201), (240, 84, 39), (247, 143, 69), (228, 204, 206)]","[(204, 168, 84), (88, 79, 41), (131, 126, 68), (136, 125, 72), (198, 161, 49), (91, 86, 48)]"
PqPSs5b7uNc,84,0,U,2,0,0,1,09:59.1,10,Plates_34-35,"['#a6ad62', '#576f54', '#999d62', '#69653e', '#bfaf5f', '#a38f4f', '#fac243', '#d95415', '#ff814f', '#fdb654', '#b44747', '#bd7270']","[(167, 163, 100), (77, 105, 88), (145, 159, 105), (101, 106, 59), (190, 182, 88), (164, 151, 73), (252, 201, 75), (218, 85, 29), (254, 132, 86), (247, 173, 81), (183, 61, 69), (185, 104, 110)]","[(167, 163, 100), (77, 105, 88), (145, 159, 105), (101, 106, 59), (190, 182, 88), (164, 151, 73)]","[(252, 201, 75), (218, 85, 29), (254, 132, 86), (247, 173, 81), (183, 61, 69), (185, 104, 110)]"
PqPSs5b7uNc,85,0,U,1,0,1,1,10:10.5,10,bear,"['#e26f39', '#f6c458', '#e09c3e', '#e69e40', '#ed7b3d', '#f5be67', '#469224', '#604929', '#a09f33', '#dfd548', '#89bcb2', '#dccb47']","[(220, 113, 58), (248, 204, 83), (232, 159, 71), (224, 155, 69), (241, 121, 70), (240, 182, 96), (74, 154, 28), (99, 82, 38), (169, 151, 58), (221, 219, 62), (141, 195, 185), (217, 205, 62)]","[(220, 113, 58), (248, 204, 83), (232, 159, 71), (224, 155, 69), (241, 121, 70), (240, 182, 96)]","[(74, 154, 28), (99, 82, 38), (169, 151, 58), (221, 219, 62), (141, 195, 185), (217, 205, 62)]"
PqPSs5b7uNc,86,0,U,D,0,0,1,10:13.4,10,Plates_32-33,"['#f98f4f', '#dc522e', '#f2693c', '#eea055', '#ff6839', '#eea050', '#6f6a22', '#d0bd5a', '#8b8134', '#6b8382', '#6c7f82', '#d6b04a']","[(245, 137, 74), (227, 86, 53), (239, 100, 58), (232, 157, 84), (252, 95, 63), (230, 154, 89), (114, 102, 43), (201, 184, 86), (146, 121, 43), (103, 124, 133), (104, 127, 120), (218, 173, 73)]","[(245, 137, 74), (227, 86, 53), (239, 100, 58), (232, 157, 84), (252, 95, 63), (230, 154, 89)]","[(114, 102, 43), (201, 184, 86), (146, 121, 43), (103, 124, 133), (104, 127, 120), (218, 173, 73)]"
PqPSs5b7uNc,87,1,5,5,0,0,1,10:16.2,10,Plates_36-37,"['#fb6460', '#fb8a76', '#ef5e47', '#fa8757', '#fd7340', '#f96a52', '#716e29', '#4d493c', '#ab9b4e', '#706c44', '#455941', '#405030']","[(249, 103, 91), (243, 147, 125), (239, 90, 75), (245, 135, 84), (247, 113, 68), (251, 113, 90), (106, 102, 33), (72, 68, 56), (169, 158, 74), (112, 115, 68), (62, 97, 74), (72, 80, 55)]","[(249, 103, 91), (243, 147, 125), (239, 90, 75), (245, 135, 84), (247, 113, 68), (251, 113, 90)]","[(106, 102, 33), (72, 68, 56), (169, 158, 74), (112, 115, 68), (62, 97, 74), (72, 80, 55)]"
PqPSs5b7uNc,88,0,U,5,0,0,1,10:19.2,10,Plates_10-13,"['#bc5325', '#f5a957', '#e87941', '#ff793b', '#c74e25', '#f9703b', '#f4d66f', '#bcb778', '#796b3b', '#b39e47', '#5c7579', '#5c7578']","[(192, 83, 42), (241, 168, 79), (227, 125, 69), (249, 121, 60), (200, 87, 28), (249, 113, 68), (245, 220, 101), (191, 178, 114), (124, 105, 60), (182, 163, 75), (98, 111, 117), (87, 126, 114)]","[(192, 83, 42), (241, 168, 79), (227, 125, 69), (249, 121, 60), (200, 87, 28), (249, 113, 68)]","[(245, 220, 101), (191, 178, 114), (124, 105, 60), (182, 163, 75), (98, 111, 117), (87, 126, 114)]"
PqPSs5b7uNc,89,1,3,3,1,0,1,10:22.4,10,Plates_22-27D,"['#f44d3b', '#ee2f24', '#efa892', '#fb5c51', '#f8241f', '#efa893', '#7d6b5f', '#23262d', '#4e4245', '#7e6c5c', '#827059', '#4e4240']","[(248, 83, 52), (230, 42, 44), (241, 166, 139), (244, 86, 77), (243, 32, 38), (248, 170, 148), (116, 113, 103), (41, 40, 37), (71, 62, 77), (126, 109, 83), (128, 112, 87), (87, 62, 67)]","[(248, 83, 52), (230, 42, 44), (241, 166, 139), (244, 86, 77), (243, 32, 38), (248, 170, 148)]","[(116, 113, 103), (41, 40, 37), (71, 62, 77), (126, 109, 83), (128, 112, 87), (87, 62, 67)]"
PqPSs5b7uNc,90,0,U,C,0,0,1,10:26.4,10,Plates_10-13,"['#bc5325', '#f5a957', '#e87941', '#ff793b', '#c74e25', '#f9703b', '#f4d66f', '#bcb778', '#796b3b', '#b39e47', '#5c7579', '#5c7578']","[(188, 74, 34), (241, 169, 96), (236, 121, 60), (248, 127, 50), (204, 72, 36), (248, 112, 62), (239, 205, 103), (187, 191, 117), (130, 108, 55), (171, 158, 72), (87, 108, 117), (92, 123, 116)]","[(188, 74, 34), (241, 169, 96), (236, 121, 60), (248, 127, 50), (204, 72, 36), (248, 112, 62)]","[(239, 205, 103), (187, 191, 117), (130, 108, 55), (171, 158, 72), (87, 108, 117), (92, 123, 116)]"
PqPSs5b7uNc,91,1,2,2,0,1,1,10:30.5,10,orn_grn,"['#a9a238', '#bdb641', '#9f9503', '#a9a238', '#bdb641', '#9f9503', '#79c075', '#11a102', '#50b255', '#79c075', '#11a102', '#50b255']","[(160, 162, 49), (198, 185, 56), (157, 150, 9), (164, 160, 51), (182, 190, 63), (167, 145, 12), (120, 182, 120), (15, 152, 6), (81, 176, 79), (118, 187, 114), (25, 154, 11), (84, 178, 93)]","[(160, 162, 49), (198, 185, 56), (157, 150, 9), (164, 160, 51), (182, 190, 63), (167, 145, 12)]","[(120, 182, 120), (15, 152, 6), (81, 176, 79), (118, 187, 114), (25, 154, 11), (84, 178, 93)]"
PqPSs5b7uNc,92,1,1,1,0,0,1,10:35.4,10,Plates_2-5,"['#ea996d', '#f87562', '#e9cfc5', '#f4542d', '#fd8c42', '#e9cfc6', '#c6a04d', '#555531', '#827746', '#898144', '#c5aa3b', '#555532']","[(224, 144, 109), (254, 118, 97), (224, 215, 204), (250, 82, 54), (244, 133, 59), (225, 204, 199), (197, 152, 79), (94, 80, 54), (126, 110, 78), (128, 135, 69), (191, 173, 49), (91, 91, 52)]","[(224, 144, 109), (254, 118, 97), (224, 215, 204), (250, 82, 54), (244, 133, 59), (225, 204, 199)]","[(197, 152, 79), (94, 80, 54), (126, 110, 78), (128, 135, 69), (191, 173, 49), (91, 91, 52)]"
PqPSs5b7uNc,93,1,D,D,0,0,1,10:38.9,10,inverse_ring,"['#3a4c78', '#b27180', '#95507b', '#515267', '#314070', '#bd4f75', '#cb607f', '#B47E94', '#da567e', '#b55d7a', '#666177', '#54516f']","[(56, 85, 115), (186, 109, 135), (154, 83, 114), (77, 75, 104), (58, 54, 110), (194, 79, 120), (199, 98, 125), (186, 124, 144), (222, 90, 126), (173, 93, 117), (108, 106, 119), (92, 87, 106)]","[(56, 85, 115), (186, 109, 135), (154, 83, 114), (77, 75, 104), (58, 54, 110), (194, 79, 120)]","[(199, 98, 125), (186, 124, 144), (222, 90, 126), (173, 93, 117), (108, 106, 119), (92, 87, 106)]"
PqPSs5b7uNc,94,1,A,A,0,1,1,10:43.0,10,Plates_22-27P,"['#fe5b55', '#f95c50', '#9d4053', '#f55d52', '#9d4054', '#fe5b51', '#7d6b5f', '#23262d', '#4e4245', '#7e6c5c', '#827059', '#4e4240']","[(245, 100, 77), (248, 93, 82), (148, 70, 73), (254, 101, 90), (157, 73, 86), (250, 82, 75), (131, 97, 102), (44, 35, 44), (71, 61, 69), (133, 106, 83), (128, 105, 94), (71, 74, 70)]","[(245, 100, 77), (248, 93, 82), (148, 70, 73), (254, 101, 90), (157, 73, 86), (250, 82, 75)]","[(131, 97, 102), (44, 35, 44), (71, 61, 69), (133, 106, 83), (128, 105, 94), (71, 74, 70)]"
PqPSs5b7uNc,95,0,U,N,0,0,1,10:46.5,10,Plates_30-31,"['#9eab5e', '#5c6746', '#546942', '#bdbe75', '#6a6f4e', '#9caf5d', '#f6d01e', '#f9654c', '#faa06d', '#d5412c', '#facc33', '#f87653']","[(150, 163, 91), (98, 110, 64), (89, 99, 58), (194, 182, 117), (97, 109, 81), (149, 174, 85), (242, 208, 38), (244, 110, 76), (243, 151, 108), (206, 59, 44), (250, 198, 41), (243, 115, 90)]","[(150, 163, 91), (98, 110, 64), (89, 99, 58), (194, 182, 117), (97, 109, 81), (149, 174, 85)]","[(242, 208, 38), (244, 110, 76), (243, 151, 108), (206, 59, 44), (250, 198, 41), (243, 115, 90)]"
PqPSs5b7uNc,96,0,U,3,0,0,1,10:49.8,10,Plates_30-31,"['#9eab5e', '#5c6746', '#546942', '#bdbe75', '#6a6f4e', '#9caf5d', '#f6d01e', '#f9654c', '#faa06d', '#d5412c', '#facc33', '#f87653']","[(151, 177, 91), (96, 95, 71), (80, 96, 65), (194, 192, 108), (97, 104, 86), (165, 178, 85), (252, 215, 20), (243, 102, 67), (245, 157, 111), (219, 70, 36), (248, 206, 60), (238, 125, 85)]","[(151, 177, 91), (96, 95, 71), (80, 96, 65), (194, 192, 108), (97, 104, 86), (165, 178, 85)]","[(252, 215, 20), (243, 102, 67), (245, 157, 111), (219, 70, 36), (248, 206, 60), (238, 125, 85)]"
PqPSs5b7uNc,97,0,E,B,0,1,1,10:52.3,10,Plates_22-27P,"['#fe5b55', '#f95c50', '#9d4053', '#f55d52', '#9d4054', '#fe5b51', '#7d6b5f', '#23262d', '#4e4245', '#7e6c5c', '#827059', '#4e4240']","[(251, 85, 78), (240, 95, 79), (154, 72, 84), (250, 95, 75), (151, 59, 88), (245, 81, 74), (122, 112, 100), (31, 32, 52), (79, 61, 73), (128, 103, 98), (129, 114, 83), (68, 60, 60)]","[(251, 85, 78), (240, 95, 79), (154, 72, 84), (250, 95, 75), (151, 59, 88), (245, 81, 74)]","[(122, 112, 100), (31, 32, 52), (79, 61, 73), (128, 103, 98), (129, 114, 83), (68, 60, 60)]"
PqPSs5b7uNc,98,0,U,5,0,1,1,10:55.5,10,orn_grn,"['#a9a238', '#bdb641', '#9f9503', '#a9a238', '#bdb641', '#9f9503', '#79c075', '#11a102', '#50b255', '#79c075', '#11a102', '#50b255']","[(167, 165, 53), (184, 172, 56), (165, 155, 3), (168, 169, 61), (195, 190, 63), (161, 157, 3), (116, 192, 124), (7, 162, 0), (80, 183, 82), (130, 200, 110), (20, 160, 1), (87, 175, 75)]","[(167, 165, 53), (184, 172, 56), (165, 155, 3), (168, 169, 61), (195, 190, 63), (161, 157, 3)]","[(116, 192, 124), (7, 162, 0), (80, 183, 82), (130, 200, 110), (20, 160, 1), (87, 175, 75)]"
PqPSs5b7uNc,99,1,1,1,0,0,1,11:00.3,10,Plates_6-9,"['#7d8762', '#bcc967', '#69603a', '#baa955', '#ad9556', '#bcc966', '#d65153', '#fc8b67', '#fe9466', '#e85a41', '#f0b55e', '#fe733e']","[(129, 135, 101), (189, 210, 109), (114, 100, 51), (185, 167, 91), (164, 155, 92), (188, 205, 96), (212, 89, 81), (251, 131, 95), (252, 142, 102), (223, 93, 60), (243, 177, 102), (250, 106, 64)]","[(129, 135, 101), (189, 210, 109), (114, 100, 51), (185, 167, 91), (164, 155, 92), (188, 205, 96)]","[(212, 89, 81), (251, 131, 95), (252, 142, 102), (223, 93, 60), (243, 177, 102), (250, 106, 64)]"
PqPSs5b7uNc,100,0,U,2,0,1,1,11:05.4,10,orn_grn,"['#a9a238', '#bdb641', '#9f9503', '#a9a238', '#bdb641', '#9f9503', '#79c075', '#11a102', '#50b255', '#79c075', '#11a102', '#50b255']","[(172, 155, 53), (198, 175, 66), (153, 145, 3), (168, 166, 63), (190, 178, 72), (163, 151, 1), (119, 193, 114), (26, 166, 3), (79, 182, 81), (124, 201, 126), (15, 163, 10), (85, 173, 93)]","[(172, 155, 53), (198, 175, 66), (153, 145, 3), (168, 166, 63), (190, 178, 72), (163, 151, 1)]","[(119, 193, 114), (26, 166, 3), (79, 182, 81), (124, 201, 126), (15, 163, 10), (85, 173, 93)]"
PqPSs5b7uNc,101,0,U,A,0,1,1,11:08.6,10,bear,"['#e26f39', '#f6c458', '#e09c3e', '#e69e40', '#ed7b3d', '#f5be67', '#469224', '#604929', '#a09f33', '#dfd548', '#89bcb2', '#dccb47']","[(235, 107, 50), (238, 202, 96), (230, 147, 69), (237, 165, 64), (228, 128, 63), (237, 187, 109), (71, 155, 34), (92, 69, 43), (162, 167, 47), (217, 210, 79), (136, 192, 170), (210, 200, 65)]","[(235, 107, 50), (238, 202, 96), (230, 147, 69), (237, 165, 64), (228, 128, 63), (237, 187, 109)]","[(71, 155, 34), (92, 69, 43), (162, 167, 47), (217, 210, 79), (136, 192, 170), (210, 200, 65)]"
PqPSs5b7uNc,102,1,5,5,0,0,1,11:11.1,10,Plates_6-9,"['#7d8762', '#bcc967', '#69603a', '#baa955', '#ad9556', '#bcc966', '#d65153', '#fc8b67', '#fe9466', '#e85a41', '#f0b55e', '#fe733e']","[(130, 125, 95), (183, 204, 104), (101, 104, 56), (193, 176, 94), (174, 154, 78), (195, 208, 111), (210, 76, 81), (254, 143, 96), (251, 154, 109), (222, 99, 66), (240, 183, 93), (248, 114, 67)]","[(130, 125, 95), (183, 204, 104), (101, 104, 56), (193, 176, 94), (174, 154, 78), (195, 208, 111)]","[(210, 76, 81), (254, 143, 96), (251, 154, 109), (222, 99, 66), (240, 183, 93), (248, 114, 67)]"
PqPSs5b7uNc,103,0,U,D,0,0,1,11:15.1,10,Plates_34-35,"['#a6ad62', '#576f54', '#999d62', '#69653e', '#bfaf5f', '#a38f4f', '#fac243', '#d95415', '#ff814f', '#fdb654', '#b44747', '#bd7270']","[(172, 174, 103), (91, 107, 78), (149, 164, 107), (98, 102, 62), (191, 169, 95), (170, 148, 82), (242, 185, 76), (211, 90, 17), (245, 135, 76), (243, 184, 88), (175, 70, 68), (192, 107, 108)]","[(172, 174, 103), (91, 107, 78), (149, 164, 107), (98, 102, 62), (191, 169, 95), (170, 148, 82)]","[(242, 185, 76), (211, 90, 17), (245, 135, 76), (243, 184, 88), (175, 70, 68), (192, 107, 108)]"
PqPSs5b7uNc,104,0,2,N,0,0,1,11:19.6,10,Plates_36-37,"['#fb6460', '#fb8a76', '#ef5e47', '#fa8757', '#fd7340', '#f96a52', '#716e29', '#4d493c', '#ab9b4e', '#706c44', '#455941', '#405030']","[(253, 102, 97), (242, 135, 112), (241, 87, 65), (250, 141, 90), (253, 117, 71), (250, 102, 79), (113, 105, 46), (68, 73, 53), (169, 148, 71), (106, 113, 74), (76, 90, 66), (70, 89, 54)]","[(253, 102, 97), (242, 135, 112), (241, 87, 65), (250, 141, 90), (253, 117, 71), (250, 102, 79)]","[(113, 105, 46), (68, 73, 53), (169, 148, 71), (106, 113, 74), (76, 90, 66), (70, 89, 54)]"
PqPSs5b7uNc,105,1,B,B,0,0,1,11:26.8,10,Plates_2-5,"['#ea996d', '#f87562', '#e9cfc5', '#f4542d', '#fd8c42', '#e9cfc6', '#c6a04d', '#555531', '#827746', '#898144', '#c5aa3b', '#555532']","[(242, 161, 110), (241, 112, 100), (242, 208, 193), (238, 75, 45), (254, 131, 68), (240, 203, 202), (193, 166, 68), (94, 78, 43), (129, 110, 68), (135, 132, 76), (189, 175, 53), (88, 75, 46)]","[(242, 161, 110), (241, 112, 100), (242, 208, 193), (238, 75, 45), (254, 131, 68), (240, 203, 202)]","[(193, 166, 68), (94, 78, 43), (129, 110, 68), (135, 132, 76), (189, 175, 53), (88, 75, 46)]"
PqPSs5b7uNc,106,1,B,B,0,0,1,11:35.1,10,Plates_2-5,"['#ea996d', '#f87562', '#e9cfc5', '#f4542d', '#fd8c42', '#e9cfc6', '#c6a04d', '#555531', '#827746', '#898144', '#c5aa3b', '#555532']","[(224, 146, 112), (240, 120, 104), (228, 198, 194), (237, 93, 38), (248, 139, 62), (231, 206, 194), (188, 162, 84), (83, 88, 51), (138, 109, 79), (137, 133, 73), (199, 172, 56), (91, 79, 59)]","[(224, 146, 112), (240, 120, 104), (228, 198, 194), (237, 93, 38), (248, 139, 62), (231, 206, 194)]","[(188, 162, 84), (83, 88, 51), (138, 109, 79), (137, 133, 73), (199, 172, 56), (91, 79, 59)]"
PqPSs5b7uNc,107,1,B,B,1,0,1,11:40.7,10,greys,"['#f2bbce', '#a43b67', '#ce7997', '#f2bbce', '#a43b67', '#ce7997', '#969696', '#dddddd', '#636363', '#969696', '#cccccc', '#636363']","[(234, 190, 215), (158, 60, 93), (206, 129, 148), (244, 182, 206), (164, 49, 102), (211, 125, 154), (154, 151, 158), (228, 219, 227), (103, 97, 104), (149, 158, 159), (195, 200, 207), (103, 107, 105)]","[(234, 190, 215), (158, 60, 93), (206, 129, 148), (244, 182, 206), (164, 49, 102), (211, 125, 154)]","[(154, 151, 158), (228, 219, 227), (103, 97, 104), (149, 158, 159), (195, 200, 207), (103, 107, 105)]"
PqPSs5b7uNc,108,0,A,E,0,0,1,11:44.5,10,Plates_6-9,"['#7d8762', '#bcc967', '#69603a', '#baa955', '#ad9556', '#bcc966', '#d65153', '#fc8b67', '#fe9466', '#e85a41', '#f0b55e', '#fe733e']","[(131, 144, 106), (195, 194, 94), (100, 89, 61), (191, 176, 81), (182, 158, 95), (194, 191, 101), (219, 74, 85), (246, 148, 99), (254, 151, 92), (229, 83, 64), (244, 186, 98), (251, 108, 58)]","[(131, 144, 106), (195, 194, 94), (100, 89, 61), (191, 176, 81), (182, 158, 95), (194, 191, 101)]","[(219, 74, 85), (246, 148, 99), (254, 151, 92), (229, 83, 64), (244, 186, 98), (251, 108, 58)]"5DfQxeyeWnI,0,0,U,6,0,0,New User,10,,[],[],[],[]
5DfQxeyeWnI,1,0,U,N,1,0,2020-07-09 09:22:03.989802,10,Plates_22-27D,"['#f44d3b', '#ee2f24', '#efa892', '#fb5c51', '#f8241f', '#efa893', '#7d6b5f', '#23262d', '#4e4245', '#7e6c5c', '#827059', '#4e4240']","[(245, 85, 62), (230, 37, 36), (232, 173, 149), (243, 86, 87), (238, 40, 34), (232, 163, 150), (130, 109, 101), (31, 38, 54), (76, 71, 59), (116, 111, 100), (130, 120, 79), (80, 66, 56)]","[(245, 85, 62), (230, 37, 36), (232, 173, 149), (243, 86, 87), (238, 40, 34), (232, 163, 150)]","[(130, 109, 101), (31, 38, 54), (76, 71, 59), (116, 111, 100), (130, 120, 79), (80, 66, 56)]"
5DfQxeyeWnI,2,0,U,E,0,0,2020-07-09 09:22:11.356521,10,Plates_10-13,"['#bc5325', '#f5a957', '#e87941', '#ff793b', '#c74e25', '#f9703b', '#f4d66f', '#bcb778', '#796b3b', '#b39e47', '#5c7579', '#5c7578']","[(190, 92, 35), (244, 170, 81), (241, 128, 68), (247, 119, 56), (191, 75, 39), (242, 109, 60), (249, 212, 116), (185, 179, 112), (130, 104, 64), (180, 160, 67), (87, 113, 115), (91, 125, 125)]","[(190, 92, 35), (244, 170, 81), (241, 128, 68), (247, 119, 56), (191, 75, 39), (242, 109, 60)]","[(249, 212, 116), (185, 179, 112), (130, 104, 64), (180, 160, 67), (87, 113, 115), (91, 125, 125)]"
5DfQxeyeWnI,3,1,5,5,0,0,2020-07-09 09:22:16.247291,10,camo2,"['#fb6a4a', '#de2d27', '#fb6a4a', '#de2d27', '#fb6a4a', '#de2d27', '#906d18', '#c98d42', '#906d18', '#c98d42', '#906d18', '#c98d42']","[(241, 105, 81), (213, 47, 39), (254, 110, 80), (224, 42, 29), (250, 111, 70), (222, 45, 44), (137, 103, 32), (210, 142, 63), (138, 110, 31), (197, 137, 64), (149, 109, 24), (205, 136, 67)]","[(241, 105, 81), (213, 47, 39), (254, 110, 80), (224, 42, 29), (250, 111, 70), (222, 45, 44)]","[(137, 103, 32), (210, 142, 63), (138, 110, 31), (197, 137, 64), (149, 109, 24), (205, 136, 67)]"
5DfQxeyeWnI,4,1,4,4,0,0,2020-07-09 09:22:21.951957,10,Plates_2-5,"['#ea996d', '#f87562', '#e9cfc5', '#f4542d', '#fd8c42', '#e9cfc6', '#c6a04d', '#555531', '#827746', '#898144', '#c5aa3b', '#555532']","[(226, 160, 109), (243, 119, 103), (231, 204, 188), (247, 86, 46), (252, 141, 62), (225, 211, 190), (202, 156, 73), (80, 75, 40), (137, 120, 79), (144, 129, 72), (193, 171, 55), (89, 83, 51)]","[(226, 160, 109), (243, 119, 103), (231, 204, 188), (247, 86, 46), (252, 141, 62), (225, 211, 190)]","[(202, 156, 73), (80, 75, 40), (137, 120, 79), (144, 129, 72), (193, 171, 55), (89, 83, 51)]"
5DfQxeyeWnI,5,1,4,4,0,0,2020-07-09 09:22:28.298743,10,Plates_2-5,"['#ea996d', '#f87562', '#e9cfc5', '#f4542d', '#fd8c42', '#e9cfc6', '#c6a04d', '#555531', '#827746', '#898144', '#c5aa3b', '#555532']","[(237, 148, 108), (253, 119, 99), (240, 214, 188), (244, 84, 47), (246, 134, 58), (235, 203, 193), (204, 156, 71), (80, 86, 48), (125, 115, 65), (145, 126, 60), (189, 177, 50), (80, 82, 54)]","[(237, 148, 108), (253, 119, 99), (240, 214, 188), (244, 84, 47), (246, 134, 58), (235, 203, 193)]","[(204, 156, 71), (80, 86, 48), (125, 115, 65), (145, 126, 60), (189, 177, 50), (80, 82, 54)]"
5DfQxeyeWnI,6,1,2,2,0,0,2020-07-09 09:22:44.578804,10,camo2,"['#fb6a4a', '#de2d27', '#fb6a4a', '#de2d27', '#fb6a4a', '#de2d27', '#906d18', '#c98d42', '#906d18', '#c98d42', '#906d18', '#c98d42']","[(241, 114, 64), (229, 50, 39), (250, 98, 82), (215, 42, 34), (249, 106, 83), (217, 53, 31), (141, 106, 24), (210, 143, 70), (148, 110, 26), (207, 143, 65), (138, 117, 31), (203, 135, 75)]","[(241, 114, 64), (229, 50, 39), (250, 98, 82), (215, 42, 34), (249, 106, 83), (217, 53, 31)]","[(141, 106, 24), (210, 143, 70), (148, 110, 26), (207, 143, 65), (138, 117, 31), (203, 135, 75)]"
